Code,Name,Alternative code,Formulation,Alternative name,Alternative formulation,Really equivalent?
0109010U0AABEBE,Ursodeoxycholic acid 250mg/5ml oral suspension sugar free,0109010U0AAAJAJ,Oral suspension,Ursodeoxycholic acid 250mg/5ml oral solution,Oral solution,Y
0109010U0AABLBL,Ursodeoxycholic acid 250mg tablets,0109010U0AAABAB,Oral tablet,Ursodeoxycholic acid 250mg capsules,Oral capsule,Y
0201010F0AAAAAA,Digoxin 50micrograms/ml oral solution,0201010F0AAAPAP,Oral solution,Digoxin 250micrograms/5ml oral suspension,Oral suspension,Y
0201010F0AAAAAA,Digoxin 50micrograms/ml oral solution,0201010F0AAAPAP,Oral solution,Digoxin 250micrograms/5ml oral solution,Oral solution,Y
0201010F0AAAPAP,Digoxin 250micrograms/5ml oral suspension,0201010F0AAAAAA,Oral suspension,Digoxin 50micrograms/ml oral solution,Oral solution,Y
0201010F0AAAPAP,Digoxin 250micrograms/5ml oral solution,0201010F0AAAAAA,Oral solution,Digoxin 50micrograms/ml oral solution,Oral solution,Y
0202010D0AAAUAU,Chlorothiazide 250mg/5ml oral suspension,0202010D0AABCBC,Oral suspension,Chlorothiazide 250mg/5ml oral solution,Oral solution,Y
0202010D0AABCBC,Chlorothiazide 250mg/5ml oral solution,0202010D0AAAUAU,Oral solution,Chlorothiazide 250mg/5ml oral suspension,Oral suspension,Y
0202010D0AABIBI,Chlorothiazide 200mg/5ml oral solution,0202010D0AADGDG,Oral solution,Chlorothiazide 200mg/5ml oral suspension,Oral suspension,Y
0202010D0AADGDG,Chlorothiazide 200mg/5ml oral suspension,0202010D0AABIBI,Oral suspension,Chlorothiazide 200mg/5ml oral solution,Oral solution,Y
0202020L0AABNBN,Furosemide 40mg/5ml oral solution sugar free,0202020L0AABYBY,Oral solution,Furosemide 40mg/5ml oral suspension,Oral suspension,Y
0202020L0AABNBN,Furosemide 40mg/5ml oral solution sugar free,0202020L0AABYBY,Oral solution,Furosemide 40mg/5ml oral solution,Oral solution,Y
0202020L0AABPBP,Furosemide 50mg/5ml oral solution sugar free,0202020L0AABXBX,Oral solution,Furosemide 50mg/5ml oral suspension,Oral suspension,Y
0202020L0AABPBP,Furosemide 50mg/5ml oral solution sugar free,0202020L0AABXBX,Oral solution,Furosemide 50mg/5ml oral solution,Oral solution,Y
0202020L0AABQBQ,Furosemide 20mg/5ml oral solution sugar free,0202020L0AABZBZ,Oral solution,Furosemide 20mg/5ml oral suspension,Oral suspension,Y
0202020L0AABQBQ,Furosemide 20mg/5ml oral solution sugar free,0202020L0AABZBZ,Oral solution,Furosemide 20mg/5ml oral solution,Oral solution,Y
0202020L0AABXBX,Furosemide 50mg/5ml oral suspension,0202020L0AABPBP,Oral suspension,Furosemide 50mg/5ml oral solution sugar free,Oral solution,Y
0202020L0AABXBX,Furosemide 50mg/5ml oral solution,0202020L0AABPBP,Oral solution,Furosemide 50mg/5ml oral solution sugar free,Oral solution,Y
0202020L0AABYBY,Furosemide 40mg/5ml oral suspension,0202020L0AABNBN,Oral suspension,Furosemide 40mg/5ml oral solution sugar free,Oral solution,Y
0202020L0AABYBY,Furosemide 40mg/5ml oral solution,0202020L0AABNBN,Oral solution,Furosemide 40mg/5ml oral solution sugar free,Oral solution,Y
0202020L0AABZBZ,Furosemide 20mg/5ml oral suspension,0202020L0AABQBQ,Oral suspension,Furosemide 20mg/5ml oral solution sugar free,Oral solution,Y
0202020L0AABZBZ,Furosemide 20mg/5ml oral solution,0202020L0AABQBQ,Oral solution,Furosemide 20mg/5ml oral solution sugar free,Oral solution,Y
0202020L0AACACA,Furosemide 5mg/5ml oral solution,0202020L0AADKDK,Oral solution,Furosemide 5mg/5ml oral suspension,Oral suspension,Y
0202020L0AADKDK,Furosemide 5mg/5ml oral suspension,0202020L0AACACA,Oral suspension,Furosemide 5mg/5ml oral solution,Oral solution,Y
0202030C0AAASAS,Amiloride 5mg/5ml oral solution sugar free,0202030C0AAAXAX,Oral solution,Amiloride 5mg/5ml oral suspension,Oral suspension,Y
0202030C0AAAXAX,Amiloride 5mg/5ml oral suspension,0202030C0AAASAS,Oral suspension,Amiloride 5mg/5ml oral solution sugar free,Oral solution,Y
0202030S0AACMCM,Spironolactone 5mg/5ml oral solution,0202030S0AAECEC,Oral solution,Spironolactone 5mg/5ml oral suspension,Oral suspension,Y
0202030S0AACPCP,Spironolactone 50mg/5ml oral solution,0202030S0AAEBEB,Oral solution,Spironolactone 50mg/5ml oral suspension,Oral suspension,Y
0202030S0AACPCP,Spironolactone 50mg/5ml oral solution,0202030S0AAEHEH,Oral solution,Spironolactone 50mg/5ml oral solution sugar free,Oral solution,Y
0202030S0AACQCQ,Spironolactone 10mg/5ml oral solution,0202030S0AAEDED,Oral solution,Spironolactone 10mg/5ml oral suspension,Oral suspension,Y
0202030S0AACRCR,Spironolactone 100mg/5ml oral solution,0202030S0AAEEEE,Oral solution,Spironolactone 100mg/5ml oral suspension,Oral suspension,Y
0202030S0AAEAEA,Spironolactone 25mg/5ml oral suspension,0202030S0AAEFEF,Oral suspension,Spironolactone 25mg/5ml oral solution,Oral solution,Y
0202030S0AAEAEA,Spironolactone 25mg/5ml oral suspension,0202030S0AAEIEI,Oral suspension,Spironolactone 25mg/5ml oral solution sugar free,Oral solution,Y
0202030S0AAEBEB,Spironolactone 50mg/5ml oral suspension,0202030S0AACPCP,Oral suspension,Spironolactone 50mg/5ml oral solution,Oral solution,Y
0202030S0AAEBEB,Spironolactone 50mg/5ml oral suspension,0202030S0AAEHEH,Oral suspension,Spironolactone 50mg/5ml oral solution sugar free,Oral solution,Y
0202030S0AAECEC,Spironolactone 5mg/5ml oral suspension,0202030S0AACMCM,Oral suspension,Spironolactone 5mg/5ml oral solution,Oral solution,Y
0202030S0AAEDED,Spironolactone 10mg/5ml oral suspension,0202030S0AACQCQ,Oral suspension,Spironolactone 10mg/5ml oral solution,Oral solution,Y
0202030S0AAEEEE,Spironolactone 100mg/5ml oral suspension,0202030S0AACRCR,Oral suspension,Spironolactone 100mg/5ml oral solution,Oral solution,Y
0202030S0AAEFEF,Spironolactone 25mg/5ml oral solution,0202030S0AAEAEA,Oral solution,Spironolactone 25mg/5ml oral suspension,Oral suspension,Y
0202030S0AAEFEF,Spironolactone 25mg/5ml oral solution,0202030S0AAEIEI,Oral solution,Spironolactone 25mg/5ml oral solution sugar free,Oral solution,Y
0202030S0AAEHEH,Spironolactone 50mg/5ml oral solution sugar free,0202030S0AAEBEB,Oral solution,Spironolactone 50mg/5ml oral suspension,Oral suspension,Y
0202030S0AAEHEH,Spironolactone 50mg/5ml oral solution sugar free,0202030S0AACPCP,Oral solution,Spironolactone 50mg/5ml oral solution,Oral solution,Y
0202030S0AAEIEI,Spironolactone 25mg/5ml oral solution sugar free,0202030S0AAEAEA,Oral solution,Spironolactone 25mg/5ml oral suspension,Oral suspension,Y
0202030S0AAEIEI,Spironolactone 25mg/5ml oral solution sugar free,0202030S0AAEFEF,Oral solution,Spironolactone 25mg/5ml oral solution,Oral solution,Y
0203020D0AAAUAU,Amiodarone 100mg/5ml oral solution,0203020D0AACHCH,Oral solution,Amiodarone 100mg/5ml oral suspension,Oral suspension,Y
0203020D0AAAYAY,Amiodarone 50mg/5ml oral solution,0203020D0AACICI,Oral solution,Amiodarone 50mg/5ml oral suspension,Oral suspension,Y
0203020D0AACHCH,Amiodarone 100mg/5ml oral suspension,0203020D0AAAUAU,Oral suspension,Amiodarone 100mg/5ml oral solution,Oral solution,Y
0203020D0AACICI,Amiodarone 50mg/5ml oral suspension,0203020D0AAAYAY,Oral suspension,Amiodarone 50mg/5ml oral solution,Oral solution,Y
0203020I0AABIBI,Flecainide 10mg/5ml oral solution,0203020I0AABTBT,Oral solution,Flecainide 10mg/5ml oral suspension,Oral suspension,Y
0203020I0AABRBR,Flecainide 25mg/5ml oral solution,0203020I0AABSBS,Oral solution,Flecainide 25mg/5ml oral suspension,Oral suspension,Y
0203020I0AABRBR,Flecainide 25mg/5ml oral solution,0203020I0AABUBU,Oral solution,Flecainide 25mg/5ml oral solution sugar free,Oral solution,Y
0203020I0AABSBS,Flecainide 25mg/5ml oral suspension,0203020I0AABRBR,Oral suspension,Flecainide 25mg/5ml oral solution,Oral solution,Y
0203020I0AABSBS,Flecainide 25mg/5ml oral suspension,0203020I0AABUBU,Oral suspension,Flecainide 25mg/5ml oral solution sugar free,Oral solution,Y
0203020I0AABTBT,Flecainide 10mg/5ml oral suspension,0203020I0AABIBI,Oral suspension,Flecainide 10mg/5ml oral solution,Oral solution,Y
0203020I0AABUBU,Flecainide 25mg/5ml oral solution sugar free,0203020I0AABRBR,Oral solution,Flecainide 25mg/5ml oral solution,Oral solution,Y
0203020I0AABUBU,Flecainide 25mg/5ml oral solution sugar free,0203020I0AABSBS,Oral solution,Flecainide 25mg/5ml oral suspension,Oral suspension,Y
0203020P0AAAIAI,Mexiletine 100mg capsules,0203020P0AAAMAM,Oral capsule,Mexiletine 100mg tablets,Oral tablet,Y
0203020P0AAAJAJ,Mexiletine 50mg/5ml oral suspension,0203020P0AAAKAK,Oral suspension,Mexiletine 50mg/5ml oral solution,Oral solution,Y
0203020P0AAAKAK,Mexiletine 50mg/5ml oral solution,0203020P0AAAJAJ,Oral solution,Mexiletine 50mg/5ml oral suspension,Oral suspension,Y
0203020P0AAAMAM,Mexiletine 100mg tablets,0203020P0AAAIAI,Oral tablet,Mexiletine 100mg capsules,Oral capsule,Y
0204000E0AAAAAA,Atenolol 25mg/5ml oral solution sugar free,0204000E0AAANAN,Oral solution,Atenolol 25mg/5ml oral suspension,Oral suspension,Y
0204000E0AAAAAA,Atenolol 25mg/5ml oral solution sugar free,0204000E0AAANAN,Oral solution,Atenolol 25mg/5ml oral solution,Oral solution,Y
0204000E0AAANAN,Atenolol 25mg/5ml oral suspension,0204000E0AAAAAA,Oral suspension,Atenolol 25mg/5ml oral solution sugar free,Oral solution,Y
0204000E0AAANAN,Atenolol 25mg/5ml oral solution,0204000E0AAAAAA,Oral solution,Atenolol 25mg/5ml oral solution sugar free,Oral solution,Y
0204000H0AABEBE,Bisoprolol 2.5mg/5ml oral solution,0204000H0AABFBF,Oral solution,Bisoprolol 2.5mg/5ml oral suspension,Oral suspension,Y
0204000H0AABFBF,Bisoprolol 2.5mg/5ml oral suspension,0204000H0AABEBE,Oral suspension,Bisoprolol 2.5mg/5ml oral solution,Oral solution,Y
0204000H0AABGBG,Bisoprolol 5mg/5ml oral solution,0204000H0AABHBH,Oral solution,Bisoprolol 5mg/5ml oral suspension,Oral suspension,Y
0204000H0AABHBH,Bisoprolol 5mg/5ml oral suspension,0204000H0AABGBG,Oral suspension,Bisoprolol 5mg/5ml oral solution,Oral solution,Y
0204000H0AABIBI,Bisoprolol 1.25mg/5ml oral suspension,0204000H0AABJBJ,Oral suspension,Bisoprolol 1.25mg/5ml oral solution,Oral solution,Y
0204000H0AABJBJ,Bisoprolol 1.25mg/5ml oral solution,0204000H0AABIBI,Oral solution,Bisoprolol 1.25mg/5ml oral suspension,Oral suspension,Y
0204000K0AAATAT,Metoprolol 50mg/5ml oral suspension,0204000K0AABMBM,Oral suspension,Metoprolol 50mg/5ml oral solution,Oral solution,Y
0204000K0AABKBK,Metoprolol 12.5mg/5ml oral solution,0204000K0AABLBL,Oral solution,Metoprolol 12.5mg/5ml oral suspension,Oral suspension,Y
0204000K0AABLBL,Metoprolol 12.5mg/5ml oral suspension,0204000K0AABKBK,Oral suspension,Metoprolol 12.5mg/5ml oral solution,Oral solution,Y
0204000K0AABMBM,Metoprolol 50mg/5ml oral solution,0204000K0AAATAT,Oral solution,Metoprolol 50mg/5ml oral suspension,Oral suspension,Y
0204000M0AAACAC,Nadolol 40mg/5ml oral solution,0204000M0AAAJAJ,Oral solution,Nadolol 40mg/5ml oral suspension,Oral suspension,Y
0204000M0AAAFAF,Nadolol 30mg/5ml oral solution,0204000M0AAAIAI,Oral solution,Nadolol 30mg/5ml oral suspension,Oral suspension,Y
0204000M0AAAGAG,Nadolol 20mg/5ml oral solution,0204000M0AAAHAH,Oral solution,Nadolol 20mg/5ml oral suspension,Oral suspension,Y
0204000M0AAAHAH,Nadolol 20mg/5ml oral suspension,0204000M0AAAGAG,Oral suspension,Nadolol 20mg/5ml oral solution,Oral solution,Y
0204000M0AAAIAI,Nadolol 30mg/5ml oral suspension,0204000M0AAAFAF,Oral suspension,Nadolol 30mg/5ml oral solution,Oral solution,Y
0204000M0AAAJAJ,Nadolol 40mg/5ml oral suspension,0204000M0AAACAC,Oral suspension,Nadolol 40mg/5ml oral solution,Oral solution,Y
0204000R0AACHCH,Propranolol 50mg/5ml oral suspension,0204000R0AACYCY,Oral suspension,Propranolol 50mg/5ml oral solution sugar free,Oral solution,Y
0204000R0AACHCH,Propranolol 50mg/5ml oral solution,0204000R0AACYCY,Oral solution,Propranolol 50mg/5ml oral solution sugar free,Oral solution,Y
0204000R0AACICI,Propranolol 5mg/5ml oral suspension,0204000R0AACWCW,Oral suspension,Propranolol 5mg/5ml oral solution sugar free,Oral solution,Y
0204000R0AACICI,Propranolol 5mg/5ml oral solution,0204000R0AACWCW,Oral solution,Propranolol 5mg/5ml oral solution sugar free,Oral solution,Y
0204000R0AACJCJ,Propranolol 10mg/5ml oral suspension,0204000R0AACXCX,Oral suspension,Propranolol 10mg/5ml oral solution sugar free,Oral solution,Y
0204000R0AACJCJ,Propranolol 10mg/5ml oral solution,0204000R0AACXCX,Oral solution,Propranolol 10mg/5ml oral solution sugar free,Oral solution,Y
0204000R0AACLCL,Propranolol 40mg/5ml oral solution,0204000R0AADBDB,Oral solution,Propranolol 40mg/5ml oral solution sugar free,Oral solution,Y
0204000R0AACLCL,Propranolol 40mg/5ml oral suspension,0204000R0AADBDB,Oral suspension,Propranolol 40mg/5ml oral solution sugar free,Oral solution,Y
0204000R0AACWCW,Propranolol 5mg/5ml oral solution sugar free,0204000R0AACICI,Oral solution,Propranolol 5mg/5ml oral suspension,Oral suspension,Y
0204000R0AACWCW,Propranolol 5mg/5ml oral solution sugar free,0204000R0AACICI,Oral solution,Propranolol 5mg/5ml oral solution,Oral solution,Y
0204000R0AACXCX,Propranolol 10mg/5ml oral solution sugar free,0204000R0AACJCJ,Oral solution,Propranolol 10mg/5ml oral suspension,Oral suspension,Y
0204000R0AACXCX,Propranolol 10mg/5ml oral solution sugar free,0204000R0AACJCJ,Oral solution,Propranolol 10mg/5ml oral solution,Oral solution,Y
0204000R0AACYCY,Propranolol 50mg/5ml oral solution sugar free,0204000R0AACHCH,Oral solution,Propranolol 50mg/5ml oral suspension,Oral suspension,Y
0204000R0AACYCY,Propranolol 50mg/5ml oral solution sugar free,0204000R0AACHCH,Oral solution,Propranolol 50mg/5ml oral solution,Oral solution,Y
0204000R0AADBDB,Propranolol 40mg/5ml oral solution sugar free,0204000R0AACLCL,Oral solution,Propranolol 40mg/5ml oral solution,Oral solution,Y
0204000R0AADBDB,Propranolol 40mg/5ml oral solution sugar free,0204000R0AACLCL,Oral solution,Propranolol 40mg/5ml oral suspension,Oral suspension,Y
0204000T0AAAPAP,Sotalol 50mg/5ml oral solution,0204000T0AABDBD,Oral solution,Sotalol 50mg/5ml oral suspension,Oral suspension,Y
0204000T0AAATAT,Sotalol 25mg/5ml oral solution,0204000T0AABCBC,Oral solution,Sotalol 25mg/5ml oral suspension,Oral suspension,Y
0204000T0AABCBC,Sotalol 25mg/5ml oral suspension,0204000T0AAATAT,Oral suspension,Sotalol 25mg/5ml oral solution,Oral solution,Y
0204000T0AABDBD,Sotalol 50mg/5ml oral suspension,0204000T0AAAPAP,Oral suspension,Sotalol 50mg/5ml oral solution,Oral solution,Y
0205010J0AAA3A3,Hydralazine 10mg/5ml oral solution,0205010J0AABTBT,Oral solution,Hydralazine 10mg/5ml oral suspension,Oral suspension,Y
0205010J0AABTBT,Hydralazine 10mg/5ml oral suspension,0205010J0AAA3A3,Oral suspension,Hydralazine 10mg/5ml oral solution,Oral solution,Y
0205010V0AAACAC,Iloprost 10micrograms/1ml nebuliser liquid ampoules,0205010V0AAAEAE,Nebuliser liquid,Iloprost 10micrograms/1ml nebuliser liquid ampoules with device,Nebuliser liquid,Y
0205010V0AAADAD,Iloprost 20micrograms/1ml nebuliser liquid ampoules,0205010V0AAAFAF,Nebuliser liquid,Iloprost 20micrograms/1ml nebuliser liquid ampoules with device,Nebuliser liquid,Y
0205010V0AAAEAE,Iloprost 10micrograms/1ml nebuliser liquid ampoules with device,0205010V0AAACAC,Nebuliser liquid,Iloprost 10micrograms/1ml nebuliser liquid ampoules,Nebuliser liquid,Y
0205010V0AAAFAF,Iloprost 20micrograms/1ml nebuliser liquid ampoules with device,0205010V0AAADAD,Nebuliser liquid,Iloprost 20micrograms/1ml nebuliser liquid ampoules,Nebuliser liquid,Y
0205010Y0AAABAB,Sildenafil 10mg/ml oral suspension sugar free,0704050Z0AAAHAH,Oral suspension,Sildenafil 50mg/5ml oral solution,Oral solution,Y
0205010Y0AAABAB,Sildenafil 10mg/ml oral suspension sugar free,0704050Z0AAAHAH,Oral suspension,Sildenafil 50mg/5ml oral suspension,Oral suspension,Y
0205040D0AAACAC,Doxazosin 4mg tablets,0205040D0AAAFAF,Oral tablet,Doxazosin 4mg capsules,Oral capsule,Y
0205040D0AAAFAF,Doxazosin 4mg capsules,0205040D0AAACAC,Oral capsule,Doxazosin 4mg tablets,Oral tablet,Y
0205040D0AAAXAX,Doxazosin 4mg/5ml oral solution,0205040D0AAAYAY,Oral solution,Doxazosin 4mg/5ml oral suspension,Oral suspension,Y
0205040D0AAAYAY,Doxazosin 4mg/5ml oral suspension,0205040D0AAAXAX,Oral suspension,Doxazosin 4mg/5ml oral solution,Oral solution,Y
0205040D0AAAZAZ,Doxazosin 1mg/5ml oral solution,0205040D0AABABA,Oral solution,Doxazosin 1mg/5ml oral suspension,Oral suspension,Y
0205040D0AABABA,Doxazosin 1mg/5ml oral suspension,0205040D0AAAZAZ,Oral suspension,Doxazosin 1mg/5ml oral solution,Oral solution,Y
0205051F0AAAFAF,Captopril 50mg tablets,0205051F0AADUDU,Oral tablet,Captopril 50mg capsules,Oral capsule,Y
0205051F0AABNBN,Captopril 5mg/5ml oral solution,0205051F0AAEAEA,Oral solution,Captopril 5mg/5ml oral solution sugar free,Oral solution,Y
0205051F0AABNBN,Captopril 5mg/5ml oral suspension,0205051F0AAEAEA,Oral suspension,Captopril 5mg/5ml oral solution sugar free,Oral solution,Y
0205051F0AABWBW,Captopril 25mg/5ml oral solution,0205051F0AADZDZ,Oral solution,Captopril 25mg/5ml oral solution sugar free,Oral solution,Y
0205051F0AABWBW,Captopril 25mg/5ml oral suspension,0205051F0AADZDZ,Oral suspension,Captopril 25mg/5ml oral solution sugar free,Oral solution,Y
0205051F0AADUDU,Captopril 50mg capsules,0205051F0AAAFAF,Oral capsule,Captopril 50mg tablets,Oral tablet,Y
0205051F0AADZDZ,Captopril 25mg/5ml oral solution sugar free,0205051F0AABWBW,Oral solution,Captopril 25mg/5ml oral solution,Oral solution,Y
0205051F0AADZDZ,Captopril 25mg/5ml oral solution sugar free,0205051F0AABWBW,Oral solution,Captopril 25mg/5ml oral suspension,Oral suspension,Y
0205051F0AAEAEA,Captopril 5mg/5ml oral solution sugar free,0205051F0AABNBN,Oral solution,Captopril 5mg/5ml oral solution,Oral solution,Y
0205051F0AAEAEA,Captopril 5mg/5ml oral solution sugar free,0205051F0AABNBN,Oral solution,Captopril 5mg/5ml oral suspension,Oral suspension,Y
0205051I0AAAUAU,Enalapril 10mg/5ml oral solution,0205051I0AACACA,Oral solution,Enalapril 10mg/5ml oral suspension,Oral suspension,Y
0205051I0AABFBF,Enalapril 1.25mg/5ml oral solution,0205051I0AACBCB,Oral solution,Enalapril 1.25mg/5ml oral suspension,Oral suspension,Y
0205051I0AABYBY,Enalapril 5mg/5ml oral solution,0205051I0AABZBZ,Oral solution,Enalapril 5mg/5ml oral suspension,Oral suspension,Y
0205051I0AABYBY,Enalapril 5mg/5ml oral solution,0205051I0AACDCD,Oral solution,Enalapril 5mg/5ml oral solution sugar free,Oral solution,Y
0205051I0AABZBZ,Enalapril 5mg/5ml oral suspension,0205051I0AABYBY,Oral suspension,Enalapril 5mg/5ml oral solution,Oral solution,Y
0205051I0AABZBZ,Enalapril 5mg/5ml oral suspension,0205051I0AACDCD,Oral suspension,Enalapril 5mg/5ml oral solution sugar free,Oral solution,Y
0205051I0AACACA,Enalapril 10mg/5ml oral suspension,0205051I0AAAUAU,Oral suspension,Enalapril 10mg/5ml oral solution,Oral solution,Y
0205051I0AACBCB,Enalapril 1.25mg/5ml oral suspension,0205051I0AABFBF,Oral suspension,Enalapril 1.25mg/5ml oral solution,Oral solution,Y
0205051I0AACDCD,Enalapril 5mg/5ml oral solution sugar free,0205051I0AABYBY,Oral solution,Enalapril 5mg/5ml oral solution,Oral solution,Y
0205051I0AACDCD,Enalapril 5mg/5ml oral solution sugar free,0205051I0AABZBZ,Oral solution,Enalapril 5mg/5ml oral suspension,Oral suspension,Y
0205051L0AAAGAG,Lisinopril 5mg/5ml oral solution,0205051L0AAAQAQ,Oral solution,Lisinopril 5mg/5ml oral solution sugar free,Oral solution,Y
0205051L0AAAGAG,Lisinopril 5mg/5ml oral suspension,0205051L0AAAQAQ,Oral suspension,Lisinopril 5mg/5ml oral solution sugar free,Oral solution,Y
0205051L0AAAQAQ,Lisinopril 5mg/5ml oral solution sugar free,0205051L0AAAGAG,Oral solution,Lisinopril 5mg/5ml oral solution,Oral solution,Y
0205051L0AAAQAQ,Lisinopril 5mg/5ml oral solution sugar free,0205051L0AAAGAG,Oral solution,Lisinopril 5mg/5ml oral suspension,Oral suspension,Y
0205051L0AAAYAY,Lisinopril 20mg/5ml oral solution,0205051L0AAAZAZ,Oral solution,Lisinopril 20mg/5ml oral suspension,Oral suspension,Y
